epochs,LSTMLayers,LSTMDims,ReLULayers,ReLUDims,totalAcc,f1_macro,f1_micro,For,Against,Neutral
0,1,50,1,50,0.6253,0.2769,0.6253,0.0984,0.0625,0.0625,0.8679
5,1,50,1,50,0.5795,0.3036,0.5795,0.1967,0.1094,0.1250,0.7704
10,1,50,1,50,0.5969,0.2592,0.5969,0.0820,0.0781,0.0625,0.8270
15,1,50,1,50,0.5926,0.2625,0.5926,0.0984,0.0781,0.0625,0.8176
20,1,50,1,50,0.5904,0.2769,0.5904,0.1148,0.1094,0.0625,0.8050
25,1,50,1,50,0.5948,0.3361,0.5948,0.1803,0.1562,0.1875,0.7830
30,1,50,1,50,0.5795,0.2769,0.5795,0.0984,0.0781,0.1250,0.7956
35,1,50,1,50,0.5817,0.2990,0.5817,0.1475,0.2031,0.0625,0.7673
40,1,50,1,50,0.5795,0.2777,0.5795,0.1311,0.1250,0.0625,0.7830
45,1,50,1,50,0.5752,0.2520,0.5752,0.0984,0.0625,0.0625,0.7956
50,1,50,1,50,0.5904,0.2911,0.5904,0.0984,0.1406,0.1250,0.7987
55,1,50,1,50,0.6122,0.2796,0.6122,0.0656,0.0781,0.1250,0.8491
60,1,50,1,50,0.5926,0.3092,0.5926,0.1311,0.1562,0.1250,0.7925
65,1,50,1,50,0.5817,0.2858,0.5817,0.1639,0.1250,0.0625,0.7799
70,1,50,1,50,0.5708,0.2933,0.5708,0.1311,0.1562,0.1250,0.7610
75,1,50,1,50,0.5817,0.2591,0.5817,0.1475,0.0312,0.0625,0.8019
80,1,50,1,50,0.5991,0.2774,0.5991,0.1311,0.0938,0.0625,0.8176
85,1,50,1,50,0.5795,0.2727,0.5795,0.1311,0.1094,0.0625,0.7862
90,1,50,1,50,0.5664,0.2807,0.5664,0.1311,0.0938,0.1250,0.7673
95,1,50,1,50,0.5643,0.2875,0.5643,0.1475,0.1094,0.1250,0.7579
100,1,50,1,50,0.5969,0.2790,0.5969,0.1475,0.0938,0.0625,0.8113
105,1,50,1,50,0.5599,0.2484,0.5599,0.1311,0.0469,0.0625,0.7704
110,1,50,1,50,0.5839,0.2732,0.5839,0.1639,0.0781,0.0625,0.7925
115,1,50,1,50,0.5839,0.2800,0.5839,0.1475,0.0469,0.1250,0.7987
120,1,50,1,50,0.6144,0.3104,0.6144,0.1148,0.0938,0.1875,0.8365
125,1,50,1,50,0.5664,0.2757,0.5664,0.1148,0.1094,0.1250,0.7673
130,1,50,1,50,0.5991,0.2863,0.5991,0.1311,0.0625,0.1250,0.8208
135,1,50,1,50,0.5795,0.2615,0.5795,0.1311,0.0625,0.0625,0.7956
140,1,50,1,50,0.5882,0.2774,0.5882,0.1311,0.1094,0.0625,0.7987
145,1,50,1,50,0.5686,0.2459,0.5686,0.0984,0.0469,0.0625,0.7893
150,1,50,1,50,0.5969,0.2788,0.5969,0.1148,0.1094,0.0625,0.8145
155,1,50,1,50,0.5708,0.2508,0.5708,0.0656,0.0938,0.0625,0.7893
160,1,50,1,50,0.5861,0.2788,0.5861,0.0984,0.1562,0.0625,0.7925
165,1,50,1,50,0.5664,0.2567,0.5664,0.0984,0.0938,0.0625,0.7767
170,1,50,1,50,0.5817,0.2836,0.5817,0.1639,0.1094,0.0625,0.7830
175,1,50,1,50,0.5926,0.2778,0.5926,0.1475,0.0938,0.0625,0.8050
180,1,50,1,50,0.5991,0.2805,0.5991,0.1311,0.1094,0.0625,0.8145
185,1,50,1,50,0.5948,0.2622,0.5948,0.0984,0.0781,0.0625,0.8208
190,1,50,1,50,0.6013,0.2820,0.6013,0.1475,0.0938,0.0625,0.8176
195,1,50,1,50,0.5926,0.2620,0.5926,0.0820,0.0938,0.0625,0.8176
0,1,50,1,100,0.6013,0.2405,0.6013,0.1346,0.0462,0.0000,0.8160
5,1,50,1,100,0.6253,0.2797,0.6253,0.1346,0.0769,0.0625,0.8405
10,1,50,1,100,0.5817,0.3095,0.5817,0.1538,0.1846,0.1250,0.7515
15,1,50,1,100,0.5969,0.2961,0.5969,0.1538,0.1077,0.1250,0.7883
20,1,50,1,100,0.6035,0.3018,0.6035,0.1346,0.1231,0.1250,0.7975
25,1,50,1,100,0.5948,0.2714,0.5948,0.1538,0.0769,0.0625,0.7945
30,1,50,1,100,0.5817,0.2815,0.5817,0.1346,0.1077,0.1250,0.7699
35,1,50,1,100,0.5948,0.2782,0.5948,0.1154,0.0923,0.1250,0.7945
40,1,50,1,100,0.5795,0.2857,0.5795,0.1346,0.1231,0.1250,0.7638
45,1,50,1,100,0.6100,0.2907,0.6100,0.1154,0.0923,0.1250,0.8160
50,1,50,1,100,0.5969,0.3069,0.5969,0.1538,0.1077,0.1875,0.7853
55,1,50,1,100,0.5861,0.2981,0.5861,0.1346,0.1385,0.1250,0.7699
60,1,50,1,100,0.6209,0.3196,0.6209,0.1923,0.1077,0.1250,0.8160
65,1,50,1,100,0.5948,0.2962,0.5948,0.1154,0.1385,0.1250,0.7853
70,1,50,1,100,0.6078,0.3224,0.6078,0.1923,0.1538,0.1250,0.7883
75,1,50,1,100,0.6362,0.3173,0.6362,0.1923,0.1077,0.1250,0.8374
80,1,50,1,100,0.6187,0.3065,0.6187,0.1346,0.1385,0.1250,0.8160
85,1,50,1,100,0.6231,0.2967,0.6231,0.1154,0.1077,0.1250,0.8313
90,1,50,1,100,0.6122,0.2922,0.6122,0.1346,0.0923,0.1250,0.8160
95,1,50,1,100,0.5991,0.2781,0.5991,0.1154,0.0615,0.1250,0.8067
100,1,50,1,100,0.6209,0.2942,0.6209,0.1154,0.0923,0.1250,0.8313
105,1,50,1,100,0.6580,0.3043,0.6580,0.1346,0.1231,0.0625,0.8773
110,1,50,1,100,0.6296,0.3132,0.6296,0.1538,0.1231,0.1250,0.8313
115,1,50,1,100,0.6013,0.3094,0.6013,0.1538,0.1385,0.1250,0.7883
120,1,50,1,100,0.6035,0.2888,0.6035,0.1923,0.0923,0.0625,0.7975
125,1,50,1,100,0.6296,0.3209,0.6296,0.1346,0.1385,0.1250,0.8313
130,1,50,1,100,0.6057,0.2987,0.6057,0.1538,0.1077,0.1250,0.8006
135,1,50,1,100,0.6057,0.3199,0.6057,0.2308,0.1385,0.1250,0.7822
140,1,50,1,100,0.6427,0.3105,0.6427,0.1538,0.0923,0.1250,0.8558
145,1,50,1,100,0.6013,0.3029,0.6013,0.1731,0.1077,0.1250,0.7914
150,1,50,1,100,0.6122,0.3157,0.6122,0.2115,0.1231,0.1250,0.7975
155,1,50,1,100,0.5991,0.3005,0.5991,0.1731,0.1077,0.1250,0.7883
160,1,50,1,100,0.6144,0.3056,0.6144,0.1923,0.0923,0.1250,0.8098
165,1,50,1,100,0.6100,0.3034,0.6100,0.1923,0.0769,0.1250,0.8067
170,1,50,1,100,0.5991,0.2965,0.5991,0.1538,0.1077,0.1250,0.7914
175,1,50,1,100,0.6231,0.2965,0.6231,0.1346,0.0769,0.1250,0.8344
180,1,50,1,100,0.6035,0.2894,0.6035,0.1731,0.0769,0.1250,0.8006
185,1,50,1,100,0.6100,0.2811,0.6100,0.1538,0.0923,0.0625,0.8129
190,1,50,1,100,0.6231,0.2921,0.6231,0.1923,0.0769,0.0625,0.8282
195,1,50,1,100,0.5969,0.3071,0.5969,0.1731,0.1538,0.1250,0.7761
0,1,50,1,200,0.5991,0.2755,0.5991,0.1364,0.1379,0.0417,0.7808
5,1,50,1,200,0.5991,0.2784,0.5991,0.1364,0.1552,0.0417,0.7778
10,1,50,1,200,0.5664,0.2781,0.5664,0.2045,0.1552,0.0417,0.7237
15,1,50,1,200,0.5991,0.2874,0.5991,0.2045,0.1379,0.0417,0.7718
20,1,50,1,200,0.5926,0.2669,0.5926,0.0909,0.1552,0.0417,0.7748
25,1,50,1,200,0.5926,0.2661,0.5926,0.0909,0.1552,0.0417,0.7748
30,1,50,1,200,0.5730,0.2559,0.5730,0.0909,0.1379,0.0417,0.7508
35,1,50,1,200,0.5599,0.2524,0.5599,0.1136,0.1207,0.0417,0.7327
40,1,50,1,200,0.5991,0.2705,0.5991,0.1364,0.1207,0.0417,0.7838
45,1,50,1,200,0.5795,0.2816,0.5795,0.1364,0.2069,0.0417,0.7417
50,1,50,1,200,0.5447,0.2689,0.5447,0.1818,0.1724,0.0417,0.6937
55,1,50,1,200,0.5948,0.2735,0.5948,0.1818,0.1034,0.0417,0.7748
60,1,50,1,200,0.5991,0.2617,0.5991,0.1136,0.1034,0.0417,0.7898
65,1,50,1,200,0.6296,0.2736,0.6296,0.1364,0.0862,0.0417,0.8318
70,1,50,1,200,0.5991,0.2793,0.5991,0.1591,0.1379,0.0417,0.7778
75,1,50,1,200,0.6057,0.2893,0.6057,0.1591,0.1724,0.0417,0.7808
80,1,50,1,200,0.6275,0.2930,0.6275,0.0909,0.2241,0.0417,0.8108
85,1,50,1,200,0.6013,0.2615,0.6013,0.0909,0.1207,0.0417,0.7928
90,1,50,1,200,0.5817,0.2634,0.5817,0.1136,0.1379,0.0417,0.7598
95,1,50,1,200,0.6078,0.2788,0.6078,0.1591,0.1207,0.0417,0.7928
100,1,50,1,200,0.5969,0.2743,0.5969,0.0909,0.1897,0.0417,0.7748
105,1,50,1,200,0.6078,0.2958,0.6078,0.1818,0.1207,0.0833,0.7868
110,1,50,1,200,0.6187,0.2869,0.6187,0.1591,0.1379,0.0417,0.8048
115,1,50,1,200,0.5904,0.2712,0.5904,0.1364,0.1379,0.0417,0.7688
120,1,50,1,200,0.6035,0.2804,0.6035,0.1364,0.1552,0.0417,0.7838
125,1,50,1,200,0.6078,0.2848,0.6078,0.1364,0.1724,0.0417,0.7868
130,1,50,1,200,0.6057,0.3019,0.6057,0.1591,0.1724,0.0833,0.7778
135,1,50,1,200,0.6166,0.2712,0.6166,0.0909,0.1379,0.0417,0.8108
140,1,50,1,200,0.6078,0.2715,0.6078,0.0909,0.1552,0.0417,0.7958
145,1,50,1,200,0.5991,0.2829,0.5991,0.1591,0.1552,0.0417,0.7748
150,1,50,1,200,0.5861,0.2738,0.5861,0.1364,0.1552,0.0417,0.7598
155,1,50,1,200,0.5969,0.2869,0.5969,0.1136,0.1552,0.0833,0.7748
160,1,50,1,200,0.5926,0.2714,0.5926,0.1136,0.1552,0.0417,0.7718
165,1,50,1,200,0.5795,0.2756,0.5795,0.0909,0.1724,0.0833,0.7508
170,1,50,1,200,0.5839,0.2663,0.5839,0.0909,0.1724,0.0417,0.7598
175,1,50,1,200,0.5817,0.2835,0.5817,0.1591,0.1897,0.0417,0.7447
180,1,50,1,200,0.5948,0.2837,0.5948,0.1136,0.1552,0.0833,0.7718
185,1,50,1,200,0.5948,0.2715,0.5948,0.0909,0.1724,0.0417,0.7748
190,1,50,1,200,0.6144,0.2969,0.6144,0.1136,0.2414,0.0417,0.7868
195,1,50,1,200,0.6122,0.2885,0.6122,0.0682,0.1897,0.0833,0.7958
0,1,100,1,50,0.6819,0.2720,0.6819,0.0652,0.1429,0.0000,0.8988
5,1,100,1,50,0.6558,0.2662,0.6558,0.1087,0.1071,0.0000,0.8631
10,1,100,1,50,0.5839,0.2731,0.5839,0.1522,0.1429,0.0476,0.7500
15,1,100,1,50,0.6209,0.2737,0.6209,0.1087,0.1250,0.0476,0.8095
20,1,100,1,50,0.6187,0.2501,0.6187,0.1304,0.0714,0.0000,0.8155
25,1,100,1,50,0.6144,0.2657,0.6144,0.0870,0.1964,0.0000,0.7946
30,1,100,1,50,0.6296,0.2996,0.6296,0.1522,0.2679,0.0000,0.7946
35,1,100,1,50,0.5948,0.2686,0.5948,0.0870,0.2500,0.0000,0.7589
40,1,100,1,50,0.6209,0.2761,0.6209,0.1304,0.1786,0.0000,0.8006
45,1,100,1,50,0.6275,0.2765,0.6275,0.1087,0.1964,0.0000,0.8095
50,1,100,1,50,0.6100,0.2581,0.6100,0.0870,0.1607,0.0000,0.7946
55,1,100,1,50,0.6209,0.2961,0.6209,0.1087,0.2321,0.0476,0.7917
60,1,100,1,50,0.6275,0.2659,0.6275,0.0870,0.1607,0.0000,0.8185
65,1,100,1,50,0.6492,0.2733,0.6492,0.0870,0.1607,0.0000,0.8482
70,1,100,1,50,0.6057,0.2500,0.6057,0.1087,0.1071,0.0000,0.7946
75,1,100,1,50,0.6318,0.2791,0.6318,0.1304,0.1786,0.0000,0.8155
80,1,100,1,50,0.6318,0.2747,0.6318,0.1087,0.1786,0.0000,0.8185
85,1,100,1,50,0.6187,0.2796,0.6187,0.1304,0.1964,0.0000,0.7946
90,1,100,1,50,0.6144,0.2651,0.6144,0.1087,0.1607,0.0000,0.7976
95,1,100,1,50,0.6187,0.2719,0.6187,0.1522,0.1429,0.0000,0.8006
100,1,100,1,50,0.6253,0.2819,0.6253,0.1304,0.1964,0.0000,0.8036
105,1,100,1,50,0.6340,0.2910,0.6340,0.1522,0.2143,0.0000,0.8095
110,1,100,1,50,0.6078,0.2675,0.6078,0.1304,0.1607,0.0000,0.7857
115,1,100,1,50,0.6275,0.2750,0.6275,0.1522,0.1429,0.0000,0.8125
120,1,100,1,50,0.6340,0.2918,0.6340,0.1304,0.2321,0.0000,0.8095
125,1,100,1,50,0.6340,0.2698,0.6340,0.1304,0.1250,0.0000,0.8274
130,1,100,1,50,0.6492,0.2789,0.6492,0.1087,0.1607,0.0000,0.8452
135,1,100,1,50,0.6340,0.2637,0.6340,0.1304,0.1071,0.0000,0.8304
140,1,100,1,50,0.6296,0.2997,0.6296,0.1522,0.1786,0.0476,0.8065
145,1,100,1,50,0.6492,0.2866,0.6492,0.1739,0.1429,0.0000,0.8393
150,1,100,1,50,0.6340,0.2762,0.6340,0.1522,0.1250,0.0000,0.8244
155,1,100,1,50,0.6427,0.2720,0.6427,0.1522,0.1071,0.0000,0.8393
160,1,100,1,50,0.6471,0.3026,0.6471,0.1522,0.1607,0.0476,0.8333
165,1,100,1,50,0.6253,0.2549,0.6253,0.0870,0.1250,0.0000,0.8214
170,1,100,1,50,0.6144,0.2515,0.6144,0.1087,0.1071,0.0000,0.8065
175,1,100,1,50,0.6536,0.2741,0.6536,0.1304,0.1250,0.0000,0.8542
180,1,100,1,50,0.6296,0.2697,0.6296,0.1957,0.0893,0.0000,0.8185
185,1,100,1,50,0.6449,0.2809,0.6449,0.2174,0.0893,0.0000,0.8363
190,1,100,1,50,0.6471,0.2838,0.6471,0.2174,0.1071,0.0000,0.8363
195,1,100,1,50,0.6449,0.2702,0.6449,0.1957,0.0714,0.0000,0.8423
0,1,100,1,100,0.5708,0.2583,0.5708,0.0600,0.2857,0.0000,0.7303
5,1,100,1,100,0.6383,0.2720,0.6383,0.1200,0.1270,0.0000,0.8455
10,1,100,1,100,0.6471,0.2505,0.6471,0.0800,0.0794,0.0000,0.8727
15,1,100,1,100,0.5969,0.2425,0.5969,0.0600,0.1270,0.0000,0.7970
20,1,100,1,100,0.6100,0.2290,0.6100,0.0400,0.0794,0.0000,0.8273
25,1,100,1,100,0.6449,0.2397,0.6449,0.0600,0.0635,0.0000,0.8758
30,1,100,1,100,0.6558,0.2350,0.6558,0.0000,0.0952,0.0000,0.8939
35,1,100,1,100,0.6166,0.2315,0.6166,0.0400,0.0794,0.0000,0.8364
40,1,100,1,100,0.5773,0.2354,0.5773,0.0600,0.1270,0.0000,0.7697
45,1,100,1,100,0.5969,0.2310,0.5969,0.0600,0.0794,0.0000,0.8061
50,1,100,1,100,0.6383,0.2378,0.6383,0.0600,0.0635,0.0000,0.8667
55,1,100,1,100,0.5817,0.2406,0.5817,0.1000,0.0952,0.0000,0.7758
60,1,100,1,100,0.5599,0.2431,0.5599,0.0800,0.1587,0.0000,0.7364
65,1,100,1,100,0.6231,0.2218,0.6231,0.0200,0.0635,0.0000,0.8515
70,1,100,1,100,0.6078,0.2674,0.6078,0.0800,0.0952,0.0625,0.8121
75,1,100,1,100,0.5948,0.2444,0.5948,0.1000,0.0952,0.0000,0.7939
80,1,100,1,100,0.5948,0.2332,0.5948,0.0600,0.0952,0.0000,0.8000
85,1,100,1,100,0.6187,0.2317,0.6187,0.0400,0.0794,0.0000,0.8394
90,1,100,1,100,0.6035,0.2265,0.6035,0.0400,0.0794,0.0000,0.8182
95,1,100,1,100,0.5904,0.2411,0.5904,0.0800,0.1111,0.0000,0.7879
100,1,100,1,100,0.5991,0.2578,0.5991,0.1400,0.1111,0.0000,0.7909
105,1,100,1,100,0.6187,0.2519,0.6187,0.1000,0.0952,0.0000,0.8273
110,1,100,1,100,0.6427,0.2598,0.6427,0.0600,0.1429,0.0000,0.8576
115,1,100,1,100,0.5991,0.2502,0.5991,0.1000,0.1111,0.0000,0.7970
120,1,100,1,100,0.5839,0.2234,0.5839,0.0200,0.1111,0.0000,0.7879
125,1,100,1,100,0.5948,0.2258,0.5948,0.0600,0.0635,0.0000,0.8061
130,1,100,1,100,0.6187,0.2296,0.6187,0.0200,0.0952,0.0000,0.8394
135,1,100,1,100,0.6013,0.2425,0.6013,0.0800,0.0952,0.0000,0.8061
140,1,100,1,100,0.6035,0.2510,0.6035,0.1000,0.1111,0.0000,0.8030
145,1,100,1,100,0.6209,0.2223,0.6209,0.0200,0.0635,0.0000,0.8485
150,1,100,1,100,0.6100,0.2202,0.6100,0.0400,0.0476,0.0000,0.8333
155,1,100,1,100,0.6166,0.2218,0.6166,0.0400,0.0476,0.0000,0.8424
160,1,100,1,100,0.6078,0.2192,0.6078,0.0400,0.0476,0.0000,0.8303
165,1,100,1,100,0.6035,0.2265,0.6035,0.0400,0.0794,0.0000,0.8182
170,1,100,1,100,0.6035,0.2590,0.6035,0.0600,0.0952,0.0625,0.8091
175,1,100,1,100,0.5817,0.2269,0.5817,0.0800,0.0635,0.0000,0.7848
180,1,100,1,100,0.6035,0.2280,0.6035,0.0600,0.0635,0.0000,0.8182
185,1,100,1,100,0.6035,0.2218,0.6035,0.0400,0.0635,0.0000,0.8212
190,1,100,1,100,0.6187,0.2263,0.6187,0.0400,0.0635,0.0000,0.8424
195,1,100,1,100,0.5861,0.2321,0.5861,0.1200,0.0476,0.0000,0.7879
0,1,100,1,200,0.5904,0.2637,0.5904,0.0526,0.1449,0.0385,0.8371
5,1,100,1,200,0.5795,0.3203,0.5795,0.1754,0.1594,0.1154,0.7883
10,1,100,1,200,0.5752,0.2842,0.5752,0.1754,0.1304,0.0385,0.7948
15,1,100,1,200,0.5752,0.2941,0.5752,0.1053,0.2464,0.0385,0.7818
20,1,100,1,200,0.5882,0.2878,0.5882,0.1053,0.1884,0.0385,0.8143
25,1,100,1,200,0.6035,0.2961,0.6035,0.1404,0.1594,0.0385,0.8371
30,1,100,1,200,0.5817,0.2939,0.5817,0.0702,0.2174,0.0769,0.8013
35,1,100,1,200,0.5926,0.3005,0.5926,0.0877,0.1884,0.0769,0.8208
40,1,100,1,200,0.5708,0.2784,0.5708,0.0702,0.1449,0.0769,0.8013
45,1,100,1,200,0.5468,0.2859,0.5468,0.0526,0.2899,0.0769,0.7362
50,1,100,1,200,0.5904,0.2845,0.5904,0.0351,0.2029,0.0769,0.8241
55,1,100,1,200,0.5839,0.3063,0.5839,0.0877,0.2464,0.0769,0.7948
60,1,100,1,200,0.5752,0.2725,0.5752,0.0877,0.1594,0.0385,0.8046
65,1,100,1,200,0.5861,0.2892,0.5861,0.0877,0.2174,0.0385,0.8078
70,1,100,1,200,0.5861,0.2823,0.5861,0.0702,0.2029,0.0385,0.8143
75,1,100,1,200,0.5839,0.2637,0.5839,0.0702,0.1304,0.0385,0.8274
80,1,100,1,200,0.5839,0.2895,0.5839,0.1053,0.2029,0.0385,0.8046
85,1,100,1,200,0.5708,0.2897,0.5708,0.1404,0.1884,0.0385,0.7818
90,1,100,1,200,0.5969,0.2738,0.5969,0.1053,0.1159,0.0385,0.8436
95,1,100,1,200,0.5773,0.2568,0.5773,0.0526,0.1304,0.0385,0.8208
100,1,100,1,200,0.5882,0.2652,0.5882,0.0702,0.1304,0.0385,0.8339
105,1,100,1,200,0.5839,0.2691,0.5839,0.1053,0.1159,0.0385,0.8241
110,1,100,1,200,0.5882,0.2901,0.5882,0.1579,0.1449,0.0385,0.8143
115,1,100,1,200,0.5708,0.2815,0.5708,0.1228,0.1739,0.0385,0.7883
120,1,100,1,200,0.5991,0.2757,0.5991,0.0702,0.1594,0.0385,0.8436
125,1,100,1,200,0.5969,0.2818,0.5969,0.0877,0.1159,0.0769,0.8436
130,1,100,1,200,0.6100,0.2890,0.6100,0.1228,0.0870,0.0769,0.8632
135,1,100,1,200,0.5795,0.2713,0.5795,0.0526,0.1304,0.0769,0.8208
140,1,100,1,200,0.5817,0.2446,0.5817,0.0351,0.0580,0.0769,0.8436
145,1,100,1,200,0.5882,0.2479,0.5882,0.0351,0.1014,0.0385,0.8469
150,1,100,1,200,0.6122,0.2705,0.6122,0.0702,0.1159,0.0385,0.8730
155,1,100,1,200,0.5969,0.2937,0.5969,0.1404,0.1594,0.0385,0.8274
160,1,100,1,200,0.5839,0.2489,0.5839,0.0175,0.0870,0.0769,0.8436
165,1,100,1,200,0.5773,0.2512,0.5773,0.0351,0.0870,0.0769,0.8306
170,1,100,1,200,0.5664,0.2685,0.5664,0.0702,0.1159,0.0769,0.8013
175,1,100,1,200,0.5795,0.2696,0.5795,0.0877,0.1449,0.0385,0.8143
180,1,100,1,200,0.5577,0.2613,0.5577,0.0877,0.1449,0.0385,0.7818
185,1,100,1,200,0.5882,0.2580,0.5882,0.0877,0.0870,0.0385,0.8404
190,1,100,1,200,0.6013,0.2740,0.6013,0.0877,0.1304,0.0385,0.8502
195,1,100,1,200,0.5664,0.2690,0.5664,0.1053,0.1449,0.0385,0.7915
0,1,200,1,50,0.6667,0.2733,0.6667,0.1481,0.0926,0.0000,0.8643
5,1,200,1,50,0.6253,0.3041,0.6253,0.1852,0.0926,0.1667,0.7965
10,1,200,1,50,0.6514,0.3470,0.6514,0.1296,0.2037,0.2500,0.8201
15,1,200,1,50,0.6645,0.3569,0.6645,0.2222,0.1852,0.1667,0.8289
20,1,200,1,50,0.6340,0.3444,0.6340,0.2407,0.1296,0.2500,0.7906
25,1,200,1,50,0.6383,0.3404,0.6383,0.1111,0.2593,0.2500,0.7965
30,1,200,1,50,0.6275,0.2987,0.6275,0.1481,0.0926,0.1667,0.8053
35,1,200,1,50,0.6144,0.3143,0.6144,0.1667,0.1296,0.2500,0.7758
40,1,200,1,50,0.6231,0.3146,0.6231,0.1481,0.1667,0.1667,0.7876
45,1,200,1,50,0.6340,0.2960,0.6340,0.0741,0.1296,0.1667,0.8201
50,1,200,1,50,0.6057,0.2856,0.6057,0.1296,0.0926,0.1667,0.7788
55,1,200,1,50,0.6471,0.2971,0.6471,0.0556,0.1296,0.1667,0.8407
60,1,200,1,50,0.6144,0.2982,0.6144,0.1296,0.1296,0.1667,0.7847
65,1,200,1,50,0.6362,0.3029,0.6362,0.0926,0.1481,0.1667,0.8171
70,1,200,1,50,0.6427,0.3171,0.6427,0.1667,0.1111,0.1667,0.8201
75,1,200,1,50,0.6231,0.2974,0.6231,0.1111,0.1296,0.1667,0.7994
80,1,200,1,50,0.6405,0.2897,0.6405,0.0926,0.0741,0.1667,0.8348
85,1,200,1,50,0.6471,0.3203,0.6471,0.1667,0.0741,0.2500,0.8289
90,1,200,1,50,0.6427,0.2946,0.6427,0.1111,0.1111,0.1667,0.8289
95,1,200,1,50,0.6471,0.2999,0.6471,0.0926,0.1296,0.1667,0.8348
100,1,200,1,50,0.6623,0.3340,0.6623,0.1481,0.1852,0.1667,0.8378
105,1,200,1,50,0.6296,0.3037,0.6296,0.0741,0.1481,0.1667,0.8112
110,1,200,1,50,0.6340,0.3209,0.6340,0.1111,0.1296,0.2500,0.8112
115,1,200,1,50,0.6405,0.3295,0.6405,0.1111,0.1481,0.2500,0.8171
120,1,200,1,50,0.6514,0.3426,0.6514,0.0741,0.2222,0.2500,0.8260
125,1,200,1,50,0.6580,0.3690,0.6580,0.1481,0.2778,0.2500,0.8142
130,1,200,1,50,0.6645,0.3437,0.6645,0.1296,0.1852,0.2500,0.8407
135,1,200,1,50,0.6253,0.2997,0.6253,0.1296,0.0926,0.1667,0.8053
140,1,200,1,50,0.6449,0.3225,0.6449,0.1481,0.1111,0.2500,0.8230
145,1,200,1,50,0.6471,0.3190,0.6471,0.1111,0.1667,0.1667,0.8260
150,1,200,1,50,0.6449,0.3154,0.6449,0.1111,0.1667,0.1667,0.8230
155,1,200,1,50,0.6645,0.3084,0.6645,0.0926,0.1296,0.1667,0.8584
160,1,200,1,50,0.6514,0.3060,0.6514,0.0926,0.1296,0.1667,0.8407
165,1,200,1,50,0.6536,0.3135,0.6536,0.0741,0.1481,0.1667,0.8437
170,1,200,1,50,0.6383,0.3136,0.6383,0.1296,0.1667,0.1667,0.8112
175,1,200,1,50,0.6144,0.2906,0.6144,0.1296,0.0926,0.1667,0.7906
180,1,200,1,50,0.6471,0.3107,0.6471,0.0926,0.1667,0.1667,0.8289
185,1,200,1,50,0.6754,0.3228,0.6754,0.1111,0.1296,0.1667,0.8702
190,1,200,1,50,0.6405,0.3071,0.6405,0.1296,0.1296,0.1667,0.8201
195,1,200,1,50,0.6492,0.3168,0.6492,0.0741,0.1667,0.2500,0.8319
0,1,200,1,100,0.6296,0.2700,0.6296,0.0517,0.2453,0.0000,0.8426
5,1,200,1,100,0.6405,0.3058,0.6405,0.0690,0.2075,0.0833,0.8549
10,1,200,1,100,0.6427,0.3038,0.6427,0.0690,0.1887,0.0833,0.8611
15,1,200,1,100,0.6100,0.3129,0.6100,0.1207,0.2264,0.0833,0.7994
20,1,200,1,100,0.6340,0.3309,0.6340,0.1379,0.2453,0.0833,0.8272
25,1,200,1,100,0.5861,0.2986,0.5861,0.1034,0.2264,0.0833,0.7685
30,1,200,1,100,0.5882,0.2791,0.5882,0.0862,0.1509,0.0833,0.7870
35,1,200,1,100,0.6187,0.2964,0.6187,0.1034,0.1509,0.0833,0.8272
40,1,200,1,100,0.6231,0.3143,0.6231,0.1034,0.2264,0.0833,0.8210
45,1,200,1,100,0.6057,0.3011,0.6057,0.1034,0.1887,0.0833,0.8025
50,1,200,1,100,0.6536,0.3438,0.6536,0.1207,0.2075,0.1250,0.8611
55,1,200,1,100,0.6122,0.2935,0.6122,0.0862,0.2264,0.0417,0.8117
60,1,200,1,100,0.5839,0.3158,0.5839,0.1207,0.2075,0.1250,0.7623
65,1,200,1,100,0.6144,0.3272,0.6144,0.1207,0.1509,0.1667,0.8117
70,1,200,1,100,0.6471,0.3256,0.6471,0.1207,0.1509,0.1250,0.8611
75,1,200,1,100,0.6187,0.3317,0.6187,0.0862,0.2642,0.1250,0.8086
80,1,200,1,100,0.5969,0.3210,0.5969,0.1379,0.2075,0.1250,0.7778
85,1,200,1,100,0.6296,0.2958,0.6296,0.1034,0.1321,0.0833,0.8457
90,1,200,1,100,0.5817,0.2854,0.5817,0.1207,0.1509,0.0833,0.7716
95,1,200,1,100,0.6231,0.3214,0.6231,0.1897,0.1509,0.0833,0.8179
100,1,200,1,100,0.6405,0.2985,0.6405,0.1034,0.1132,0.0833,0.8642
105,1,200,1,100,0.6013,0.2953,0.6013,0.1207,0.1509,0.0833,0.7994
110,1,200,1,100,0.6231,0.3123,0.6231,0.1379,0.1698,0.0833,0.8241
115,1,200,1,100,0.6122,0.2815,0.6122,0.1034,0.0943,0.0833,0.8272
120,1,200,1,100,0.6296,0.3044,0.6296,0.1034,0.1132,0.1250,0.8457
125,1,200,1,100,0.6253,0.2946,0.6253,0.1379,0.0943,0.0833,0.8395
130,1,200,1,100,0.5969,0.2774,0.5969,0.1207,0.0943,0.0833,0.8025
135,1,200,1,100,0.6253,0.2880,0.6253,0.1034,0.0943,0.0833,0.8457
140,1,200,1,100,0.6166,0.2666,0.6166,0.0862,0.0566,0.0833,0.8426
